timestamp,speed_kmh,outside_temp_c,cabin_temp_c,battery_level_percent,label
2025-12-31T16:47:00.652566,100.0,34.8,34.8,82.6,1
2025-12-31T16:47:01.668415,90.0,25.0,34.9,82.5,1
2025-12-31T16:47:02.681087,80.0,25.2,34.7,82.4,1
2025-12-31T16:47:03.697892,70.0,25.4,34.5,82.3,1
2025-12-31T16:47:04.721429,60.0,25.6,34.3,82.2,1
2025-12-31T16:47:05.732711,50.0,25.8,34.1,82.1,1
2025-12-31T16:47:06.736727,45.0,25.9,34.0,82.05,1
2025-12-31T16:47:07.739901,35.0,26.1,33.8,81.95,1
2025-12-31T16:47:08.742244,25.0,26.3,33.6,81.85,1
2025-12-31T16:47:09.745372,25.0,26.5,33.4,81.75,1
2025-12-31T16:47:10.748976,35.0,26.7,33.2,81.65,1
2025-12-31T16:47:11.750979,45.0,26.9,33.0,81.55,1
2025-12-31T16:47:12.753965,55.0,27.1,32.8,81.45,1
2025-12-31T16:47:13.755491,65.0,27.3,32.6,81.35,1
2025-12-31T16:47:14.758280,75.0,27.5,32.4,81.25,1
2025-12-31T16:47:15.759698,85.0,27.7,32.2,81.15,1
2025-12-31T16:47:16.764239,95.0,27.9,32.0,81.05,1
2025-12-31T16:47:17.766816,105.0,28.1,31.8,80.95,1
2025-12-31T16:47:18.769052,115.0,28.3,31.6,80.85,1
2025-12-31T16:47:19.771240,115.0,28.5,31.4,80.75,1
2025-12-31T16:47:20.774418,105.0,28.7,31.2,80.65,1
2025-12-31T16:47:21.778275,95.0,28.9,31.0,80.55,1
2025-12-31T16:47:22.781242,85.0,29.1,30.8,80.45,1
2025-12-31T16:47:23.783581,75.0,29.3,30.6,80.35,1
2025-12-31T16:47:24.786231,65.0,29.5,30.4,80.25,1
2025-12-31T16:47:25.787716,55.0,29.7,30.2,80.15,1
2025-12-31T16:47:26.791973,45.0,29.9,30.0,80.05,0
2025-12-31T16:47:27.794612,35.0,30.1,30.1,79.95,1
2025-12-31T16:47:28.796684,25.0,30.3,30.5,79.85,1
2025-12-31T16:47:29.797872,25.0,30.5,30.6,79.75,1
2025-12-31T16:47:30.798863,30.0,30.6,30.8,79.7,1
2025-12-31T16:47:31.804208,40.0,30.8,30.9,79.6,1
2025-12-31T16:47:32.807127,50.0,31.0,31.0,79.5,1
2025-12-31T16:47:33.809642,60.0,31.2,31.4,79.4,1
2025-12-31T16:47:34.812056,70.0,31.4,31.5,79.3,1
2025-12-31T16:47:35.814529,80.0,31.6,31.6,79.2,1
2025-12-31T16:47:36.817806,90.0,31.8,32.0,79.1,1
2025-12-31T16:47:37.820085,100.0,32.0,32.1,79.0,1
2025-12-31T16:47:38.823211,110.0,32.2,32.2,78.9,1
2025-12-31T16:47:39.824826,120.0,32.4,32.6,78.8,1
2025-12-31T16:47:40.828304,110.0,32.6,32.7,78.7,1
2025-12-31T16:47:41.832443,100.0,32.8,32.8,78.6,1
2025-12-31T16:47:42.835410,90.0,33.0,33.2,78.5,1
2025-12-31T16:47:43.840022,80.0,33.2,33.3,78.4,1
2025-12-31T16:47:44.843330,70.0,33.4,33.4,78.3,1
2025-12-31T16:47:45.846602,60.0,33.6,33.8,78.2,1
2025-12-31T16:47:46.847845,50.0,33.8,33.9,78.1,1
2025-12-31T16:47:47.849071,40.0,34.0,34.0,78.0,1
2025-12-31T16:47:48.851702,30.0,34.2,34.4,77.9,1
2025-12-31T16:47:49.854988,20.0,34.4,34.5,77.8,1
2025-12-31T16:47:50.859521,30.0,34.6,34.6,77.7,1
2025-12-31T16:47:51.861199,40.0,34.8,35.0,77.6,1
2025-12-31T16:47:52.865149,50.0,25.0,34.8,77.5,1
2025-12-31T16:47:53.866887,55.0,25.1,34.7,77.45,1
2025-12-31T16:47:54.868496,65.0,25.3,34.5,77.35,1
2025-12-31T16:47:55.872286,75.0,25.5,34.3,77.25,1
2025-12-31T16:47:56.876361,85.0,25.7,34.1,77.15,1
2025-12-31T16:47:57.879094,95.0,25.9,33.9,77.05,1
2025-12-31T16:47:58.881950,105.0,26.1,33.7,76.95,1
2025-12-31T16:47:59.885951,115.0,26.3,33.5,76.85,1
2025-12-31T16:48:00.887949,115.0,26.5,33.3,76.75,1
2025-12-31T16:48:01.891045,105.0,26.7,33.1,76.65,1
2025-12-31T16:48:02.892339,95.0,26.9,32.9,76.55,1
2025-12-31T16:48:03.895703,85.0,27.1,32.7,76.45,1
2025-12-31T16:48:04.900127,75.0,27.3,32.5,76.35,1
2025-12-31T16:48:05.902330,65.0,27.5,32.3,76.25,1
2025-12-31T16:48:06.904918,55.0,27.7,32.1,76.15,1
2025-12-31T16:48:07.915090,45.0,27.9,31.9,76.05,1
2025-12-31T16:48:08.917683,35.0,28.1,31.7,75.95,1
2025-12-31T16:48:09.922997,25.0,28.3,31.5,75.85,1
2025-12-31T16:48:10.926953,25.0,28.5,31.3,75.75,1
2025-12-31T16:48:11.929601,35.0,28.7,31.1,75.65,1
2025-12-31T16:48:12.931143,45.0,28.9,30.9,75.55,1
2025-12-31T16:48:13.933240,55.0,29.1,30.7,75.45,1
2025-12-31T16:48:14.936077,65.0,29.3,30.5,75.35,1
2025-12-31T16:48:15.939196,75.0,29.5,30.3,75.25,1
2025-12-31T16:48:16.970493,85.0,29.7,30.1,75.15,1
2025-12-31T16:48:18.008844,95.0,29.9,29.9,75.05,0
2025-12-31T16:48:19.011082,105.0,30.1,30.3,74.95,1
2025-12-31T16:48:20.017643,115.0,30.3,30.4,74.85,1
2025-12-31T16:48:21.042061,115.0,30.5,30.5,74.75,1
2025-12-31T16:48:22.043753,105.0,30.7,30.9,74.65,1
2025-12-31T16:48:23.045640,100.0,30.8,30.8,74.6,1
2025-12-31T16:48:24.046896,90.0,31.0,31.2,74.5,1
2025-12-31T16:48:25.048730,80.0,31.2,31.3,74.4,1
2025-12-31T16:48:26.051242,70.0,31.4,31.4,74.3,1
2025-12-31T16:48:27.054518,60.0,31.6,31.8,74.2,1
2025-12-31T16:48:28.056813,50.0,31.8,31.9,74.1,1
2025-12-31T16:48:29.059046,40.0,32.0,32.0,74.0,1
2025-12-31T16:48:30.070123,30.0,32.2,32.4,73.9,1
2025-12-31T16:48:31.071516,20.0,32.4,32.5,73.8,1
2025-12-31T16:48:32.076482,30.0,32.6,32.6,73.7,1
2025-12-31T16:48:33.084246,40.0,32.8,33.0,73.6,1
2025-12-31T16:48:34.088069,50.0,33.0,33.1,73.5,1
2025-12-31T16:48:35.092249,60.0,33.2,33.2,73.4,1
2025-12-31T16:48:36.097160,70.0,33.4,33.6,73.3,1
2025-12-31T16:48:37.099947,80.0,33.6,33.7,73.2,1
2025-12-31T16:48:38.101769,90.0,33.8,33.8,73.1,1
2025-12-31T16:48:39.104155,100.0,34.0,34.2,73.0,1
2025-12-31T16:48:40.106812,110.0,34.2,34.3,72.9,1
2025-12-31T16:48:41.108516,120.0,34.4,34.4,72.8,1
2025-12-31T16:48:42.111677,110.0,34.6,34.8,72.7,1
2025-12-31T16:48:43.115304,100.0,34.8,34.9,72.6,1
2025-12-31T16:48:44.133061,90.0,25.0,35.0,72.5,1
2025-12-31T16:48:45.159682,80.0,25.2,34.8,72.4,1
2025-12-31T16:48:46.172905,70.0,25.4,34.6,72.3,1
2025-12-31T16:48:47.176835,65.0,25.5,34.5,72.25,1
2025-12-31T16:48:48.178766,55.0,25.7,34.3,72.15,1
2025-12-31T16:48:49.182068,45.0,25.9,34.1,72.05,1
2025-12-31T16:48:50.185137,35.0,26.1,33.9,71.95,1
2025-12-31T16:48:51.188187,25.0,26.3,33.7,71.85,1
2025-12-31T16:48:52.189702,25.0,26.5,33.5,71.75,1
2025-12-31T16:48:53.192014,35.0,26.7,33.3,71.65,1
2025-12-31T16:48:54.194993,45.0,26.9,33.1,71.55,1
2025-12-31T16:48:55.198271,55.0,27.1,32.9,71.45,1
2025-12-31T16:48:56.201239,65.0,27.3,32.7,71.35,1
2025-12-31T16:48:57.203674,75.0,27.5,32.5,71.25,1
2025-12-31T16:48:58.206815,85.0,27.7,32.3,71.15,1
2025-12-31T16:48:59.211458,95.0,27.9,32.1,71.05,1
2025-12-31T16:49:00.212819,105.0,28.1,31.9,70.95,1
2025-12-31T16:49:01.216029,115.0,28.3,31.7,70.85,1
2025-12-31T16:49:02.218213,115.0,28.5,31.5,70.75,1
2025-12-31T16:49:03.222127,105.0,28.7,31.3,70.65,1
2025-12-31T16:49:04.224905,95.0,28.9,31.1,70.55,1
2025-12-31T16:49:05.228508,85.0,29.1,30.9,70.45,1
2025-12-31T16:49:06.231119,75.0,29.3,30.7,70.35,1
2025-12-31T16:49:07.233180,65.0,29.5,30.5,70.25,1
2025-12-31T16:49:08.236309,55.0,29.7,30.3,70.15,1
2025-12-31T16:49:09.237726,45.0,29.9,30.1,70.05,1
2025-12-31T16:49:10.241128,35.0,30.1,30.2,69.95,1
2025-12-31T16:49:11.244064,25.0,30.3,30.3,69.85,1
2025-12-31T16:49:12.245079,20.0,30.4,30.5,69.8,1
2025-12-31T16:49:13.248988,30.0,30.6,30.6,69.7,1
2025-12-31T16:49:14.250736,40.0,30.8,31.0,69.6,1
2025-12-31T16:49:15.253396,50.0,31.0,31.1,69.5,1
2025-12-31T16:49:16.256133,60.0,31.2,31.2,69.4,1
2025-12-31T16:49:17.258822,70.0,31.4,31.6,69.3,1
2025-12-31T16:49:18.260455,80.0,31.6,31.7,69.2,1
2025-12-31T16:49:19.265667,90.0,31.8,31.8,69.1,1
2025-12-31T16:49:20.269267,100.0,32.0,32.2,69.0,1
2025-12-31T16:49:21.273090,110.0,32.2,32.3,68.9,1
2025-12-31T16:49:22.276447,120.0,32.4,32.4,68.8,1
2025-12-31T16:49:23.278692,110.0,32.6,32.8,68.7,1
2025-12-31T16:49:24.281262,100.0,32.8,32.9,68.6,1
2025-12-31T16:49:25.288970,90.0,33.0,33.0,68.5,1
2025-12-31T16:49:26.306492,80.0,33.2,33.4,68.4,1
2025-12-31T16:49:27.308865,70.0,33.4,33.5,68.3,1
2025-12-31T16:49:28.311685,60.0,33.6,33.6,68.2,1
2025-12-31T16:49:29.315726,50.0,33.8,34.0,68.1,1
2025-12-31T16:49:30.318276,40.0,34.0,34.1,68.0,1
2025-12-31T16:49:31.320536,30.0,34.2,34.2,67.9,1
2025-12-31T16:49:32.323412,20.0,34.4,34.6,67.8,1
2025-12-31T16:49:33.329225,30.0,34.6,34.7,67.7,1
2025-12-31T16:49:34.333715,40.0,34.8,34.8,67.6,1
2025-12-31T16:49:35.336213,50.0,25.0,34.9,67.5,1
2025-12-31T16:49:36.337593,60.0,25.2,34.7,67.4,1
2025-12-31T16:49:37.339884,70.0,25.4,34.5,67.3,1
2025-12-31T16:49:38.344317,75.0,25.5,34.4,67.25,1
2025-12-31T16:49:39.347120,85.0,25.7,34.2,67.15,1
2025-12-31T16:49:40.349562,95.0,25.9,34.0,67.05,1
2025-12-31T16:49:41.351141,105.0,26.1,33.8,66.95,1
2025-12-31T16:49:42.355296,115.0,26.3,33.6,66.85,1
2025-12-31T16:49:43.361878,115.0,26.5,33.4,66.75,1
2025-12-31T16:49:44.366088,105.0,26.7,33.2,66.65,1
2025-12-31T16:49:45.370139,95.0,26.9,33.0,66.55,1
2025-12-31T16:49:46.372795,85.0,27.1,32.8,66.45,1
2025-12-31T16:49:47.376333,75.0,27.3,32.6,66.35,1
2025-12-31T16:49:48.377530,65.0,27.5,32.4,66.25,1
2025-12-31T16:49:49.380078,55.0,27.7,32.2,66.15,1
2025-12-31T16:49:50.382955,45.0,27.9,32.0,66.05,1
2025-12-31T16:49:51.387918,35.0,28.1,31.8,65.95,1
2025-12-31T16:49:52.389393,25.0,28.3,31.6,65.85,1
2025-12-31T16:49:53.391721,25.0,28.5,31.4,65.75,1
2025-12-31T16:49:54.394543,35.0,28.7,31.2,65.65,1
2025-12-31T16:49:55.398611,45.0,28.9,31.0,65.55,1
2025-12-31T16:49:56.401484,55.0,29.1,30.8,65.45,1
2025-12-31T16:49:57.404392,65.0,29.3,30.6,65.35,1
2025-12-31T16:49:58.417398,75.0,29.5,30.4,65.25,1
2025-12-31T16:49:59.433450,85.0,29.7,30.2,65.15,1
2025-12-31T16:50:00.455498,95.0,29.9,30.0,65.05,0
2025-12-31T16:50:01.473429,105.0,30.1,30.1,64.95,1
2025-12-31T16:50:02.498188,115.0,30.3,30.5,64.85,1
2025-12-31T16:50:03.504905,115.0,30.5,30.6,64.75,1
2025-12-31T16:50:04.506714,110.0,30.6,30.8,64.7,1
2025-12-31T16:50:05.518498,100.0,30.8,30.9,64.6,1
2025-12-31T16:50:06.521239,90.0,31.0,31.0,64.5,1
2025-12-31T16:50:07.524997,80.0,31.2,31.4,64.4,1
2025-12-31T16:50:08.527229,70.0,31.4,31.5,64.3,1
2025-12-31T16:50:09.529785,60.0,31.6,31.6,64.2,1
2025-12-31T16:50:10.532548,50.0,31.8,32.0,64.1,1
2025-12-31T16:50:11.538281,40.0,32.0,32.1,64.0,1
2025-12-31T16:50:12.541266,30.0,32.2,32.2,63.9,1
2025-12-31T16:50:13.544330,20.0,32.4,32.6,63.8,1
2025-12-31T16:50:14.545293,30.0,32.6,32.7,63.7,1
2025-12-31T16:50:15.548770,40.0,32.8,32.8,63.6,1
2025-12-31T16:50:16.552417,50.0,33.0,33.2,63.5,1
2025-12-31T16:50:17.554008,60.0,33.2,33.3,63.4,1
2025-12-31T16:50:18.555417,70.0,33.4,33.4,63.3,1
2025-12-31T16:50:19.558829,80.0,33.6,33.8,63.2,1
2025-12-31T16:50:20.560062,90.0,33.8,33.9,63.1,1
2025-12-31T16:50:21.561996,100.0,34.0,34.0,63.0,1
2025-12-31T16:50:22.563119,110.0,34.2,34.4,62.9,1
2025-12-31T16:50:23.566738,120.0,34.4,34.5,62.8,1
2025-12-31T16:50:24.571228,110.0,34.6,34.6,62.7,1
2025-12-31T16:50:25.574402,100.0,34.8,35.0,62.6,1
2025-12-31T16:50:26.578504,90.0,25.0,34.8,62.5,1
2025-12-31T16:50:27.580129,80.0,25.2,34.6,62.4,1
2025-12-31T16:50:28.582543,70.0,25.4,34.4,62.3,1
2025-12-31T16:50:29.584486,60.0,25.6,34.2,62.2,1
2025-12-31T16:50:30.601474,50.0,25.8,34.0,62.1,1
2025-12-31T16:50:31.604007,40.0,26.0,33.8,62.0,1
2025-12-31T16:50:32.607833,35.0,26.1,33.7,61.95,1
2025-12-31T16:50:33.608961,25.0,26.3,33.5,61.85,1
2025-12-31T16:50:34.611747,25.0,26.5,33.3,61.75,1
2025-12-31T16:50:35.613403,35.0,26.7,33.1,61.65,1
2025-12-31T16:50:36.616834,45.0,26.9,32.9,61.55,1
2025-12-31T16:50:37.619213,55.0,27.1,32.7,61.45,1
2025-12-31T16:50:38.622022,65.0,27.3,32.5,61.35,1
2025-12-31T16:50:39.625330,75.0,27.5,32.3,61.25,1
2025-12-31T16:50:40.627162,85.0,27.7,32.1,61.15,1
2025-12-31T16:50:41.629668,95.0,27.9,31.9,61.05,1
2025-12-31T16:50:42.634928,105.0,28.1,31.7,60.95,1
2025-12-31T16:50:43.638273,115.0,28.3,31.5,60.85,1
2025-12-31T16:50:44.641242,115.0,28.5,31.3,60.75,1
2025-12-31T16:50:45.644518,105.0,28.7,31.1,60.65,1
2025-12-31T16:50:46.648190,95.0,28.9,30.9,60.55,1
2025-12-31T16:50:47.650731,85.0,29.1,30.7,60.45,1
2025-12-31T16:50:48.654163,75.0,29.3,30.5,60.35,1
2025-12-31T16:50:49.658458,65.0,29.5,30.3,60.25,1
2025-12-31T16:50:50.661533,55.0,29.7,30.1,60.15,1
2025-12-31T16:50:51.665488,45.0,29.9,29.9,60.05,0
2025-12-31T16:50:52.668504,35.0,30.1,30.3,59.95,1
2025-12-31T16:50:53.670726,25.0,30.3,30.4,59.85,1
2025-12-31T16:50:54.673097,25.0,30.5,30.5,59.75,1
2025-12-31T16:50:55.677856,35.0,30.7,30.9,59.65,1
2025-12-31T16:50:56.680085,45.0,30.9,31.0,59.55,1
2025-12-31T16:50:57.682104,55.0,31.1,31.1,59.45,1
2025-12-31T16:50:58.706701,65.0,31.3,31.5,59.35,1
2025-12-31T16:50:59.709134,70.0,31.4,31.4,59.3,1
2025-12-31T16:51:00.710847,80.0,31.6,31.8,59.2,1
2025-12-31T16:51:01.713023,90.0,31.8,31.9,59.1,1
2025-12-31T16:51:02.728556,100.0,32.0,32.0,59.0,1
2025-12-31T16:51:03.767919,110.0,32.2,32.4,58.9,1
2025-12-31T16:51:04.772016,120.0,32.4,32.5,58.8,1
2025-12-31T16:51:05.773974,110.0,32.6,32.6,58.7,1
2025-12-31T16:51:06.775612,100.0,32.8,33.0,58.6,1
2025-12-31T16:51:07.777722,90.0,33.0,33.1,58.5,1
2025-12-31T16:51:08.779696,80.0,33.2,33.2,58.4,1
2025-12-31T16:51:09.782617,70.0,33.4,33.6,58.3,1
2025-12-31T16:51:10.787185,60.0,33.6,33.7,58.2,1
2025-12-31T16:51:11.789899,50.0,33.8,33.8,58.1,1
2025-12-31T16:51:12.795373,40.0,34.0,34.2,58.0,1
2025-12-31T16:51:13.798054,30.0,34.2,34.3,57.9,1
2025-12-31T16:51:14.801375,20.0,34.4,34.4,57.8,1
2025-12-31T16:51:15.802089,30.0,34.6,34.8,57.7,1
2025-12-31T16:51:16.804312,40.0,34.8,34.9,57.6,1
2025-12-31T16:51:17.806629,50.0,25.0,35.0,57.5,1
2025-12-31T16:51:18.810812,60.0,25.2,34.8,57.4,1
2025-12-31T16:51:19.815017,70.0,25.4,34.6,57.3,1
2025-12-31T16:51:20.816566,80.0,25.6,34.4,57.2,1
2025-12-31T16:51:21.819474,90.0,25.8,34.2,57.1,1
2025-12-31T16:51:22.821251,100.0,26.0,34.0,57.0,1
2025-12-31T16:51:23.826603,110.0,26.2,33.8,56.9,1
2025-12-31T16:51:24.829102,120.0,26.4,33.6,56.8,1
2025-12-31T16:51:25.832363,110.0,26.6,33.4,56.7,1
2025-12-31T16:51:26.837143,100.0,26.8,33.2,56.6,1
2025-12-31T16:51:27.839341,90.0,27.0,33.0,56.5,1
2025-12-31T16:51:28.858644,80.0,27.2,32.8,56.4,1
2025-12-31T16:51:29.860239,75.0,27.3,32.7,56.35,1
2025-12-31T16:51:30.861488,65.0,27.5,32.5,56.25,1
2025-12-31T16:51:31.862645,55.0,27.7,32.3,56.15,1
2025-12-31T16:51:32.865165,45.0,27.9,32.1,56.05,1
2025-12-31T16:51:33.868481,35.0,28.1,31.9,55.95,1
2025-12-31T16:51:34.871002,25.0,28.3,31.7,55.85,1
2025-12-31T16:51:35.874753,25.0,28.5,31.5,55.75,1
2025-12-31T16:51:36.877350,35.0,28.7,31.3,55.65,1
2025-12-31T16:51:37.879430,45.0,28.9,31.1,55.55,1
2025-12-31T16:51:38.881976,55.0,29.1,30.9,55.45,1
2025-12-31T16:51:39.884505,65.0,29.3,30.7,55.35,1
2025-12-31T16:51:40.886609,75.0,29.5,30.5,55.25,1
2025-12-31T16:51:41.888963,85.0,29.7,30.3,55.15,1
2025-12-31T16:51:42.891229,95.0,29.9,30.1,55.05,1
2025-12-31T16:51:43.894524,105.0,30.1,30.2,54.95,1
2025-12-31T16:51:44.898204,115.0,30.3,30.3,54.85,1
2025-12-31T16:51:45.901238,115.0,30.5,30.7,54.75,1
2025-12-31T16:51:46.904020,105.0,30.7,30.8,54.65,1
2025-12-31T16:51:47.906144,95.0,30.9,30.9,54.55,1
2025-12-31T16:51:48.908696,85.0,31.1,31.3,54.45,1
2025-12-31T16:51:49.913171,75.0,31.3,31.4,54.35,1
2025-12-31T16:51:50.915520,65.0,31.5,31.5,54.25,1
2025-12-31T16:51:51.918014,55.0,31.7,31.9,54.15,1
2025-12-31T16:51:52.922447,45.0,31.9,32.0,54.05,1
2025-12-31T16:51:53.924939,35.0,32.1,32.1,53.95,1
2025-12-31T16:51:54.943193,25.0,32.3,32.5,53.85,1
2025-12-31T16:51:55.964772,25.0,32.5,32.6,53.75,1
2025-12-31T16:51:56.983857,35.0,32.7,32.7,53.65,1
2025-12-31T16:51:57.999001,45.0,32.9,33.1,53.55,1
2025-12-31T16:51:59.002164,50.0,33.0,33.0,53.5,1
2025-12-31T16:52:00.008443,60.0,33.2,33.4,53.4,1
2025-12-31T16:52:01.019018,70.0,33.4,33.5,53.3,1
2025-12-31T16:52:02.023346,80.0,33.6,33.6,53.2,1
2025-12-31T16:52:03.025687,90.0,33.8,34.0,53.1,1
2025-12-31T16:52:04.028239,100.0,34.0,34.1,53.0,1
2025-12-31T16:52:05.030833,110.0,34.2,34.2,52.9,1
2025-12-31T16:52:06.032031,120.0,34.4,34.6,52.8,1
2025-12-31T16:52:07.044515,110.0,34.6,34.7,52.7,1
2025-12-31T16:52:08.045233,100.0,34.8,34.8,52.6,1
2025-12-31T16:52:09.048442,90.0,25.0,34.9,52.5,1
2025-12-31T16:52:10.052229,80.0,25.2,34.7,52.4,1
2025-12-31T16:52:11.054786,70.0,25.4,34.5,52.3,1
2025-12-31T16:52:12.057066,60.0,25.6,34.3,52.2,1
2025-12-31T16:52:13.058650,50.0,25.8,34.1,52.1,1
2025-12-31T16:52:14.062143,40.0,26.0,33.9,52.0,1
2025-12-31T16:52:15.065361,30.0,26.2,33.7,51.9,1
2025-12-31T16:52:16.068611,20.0,26.4,33.5,51.8,1
2025-12-31T16:52:17.071933,30.0,26.6,33.3,51.7,1
2025-12-31T16:52:18.073516,40.0,26.8,33.1,51.6,1
2025-12-31T16:52:19.076372,50.0,27.0,32.9,51.5,1
2025-12-31T16:52:20.078531,60.0,27.2,32.7,51.4,1
2025-12-31T16:52:21.079669,70.0,27.4,32.5,51.3,1
2025-12-31T16:52:22.117115,80.0,27.6,32.3,51.2,1
2025-12-31T16:52:23.178068,90.0,27.8,32.1,51.1,1
2025-12-31T16:52:24.181006,100.0,28.0,31.9,51.0,1
2025-12-31T16:52:25.191960,110.0,28.2,31.7,50.9,1
2025-12-31T16:52:26.194081,120.0,28.4,31.5,50.8,1
2025-12-31T16:52:27.198210,110.0,28.6,31.3,50.7,1
2025-12-31T16:52:28.224038,100.0,28.8,31.1,50.6,1
2025-12-31T16:52:29.233503,90.0,29.0,30.9,50.5,1
2025-12-31T16:52:30.236748,85.0,29.1,30.8,50.45,1
2025-12-31T16:52:31.239515,75.0,29.3,30.6,50.35,1
2025-12-31T16:52:32.241407,65.0,29.5,30.4,50.25,1
2025-12-31T16:52:33.243072,55.0,29.7,30.2,50.15,1
2025-12-31T16:52:34.244885,45.0,29.9,30.0,50.05,0
2025-12-31T16:52:35.246043,35.0,30.1,30.1,49.95,1
2025-12-31T16:52:36.291961,25.0,30.3,30.5,49.85,1
2025-12-31T16:52:37.326758,25.0,30.5,30.6,49.75,1
2025-12-31T16:52:38.328503,35.0,30.7,30.7,49.65,1
2025-12-31T16:52:39.332263,45.0,30.9,31.1,49.55,1
2025-12-31T16:52:40.338277,55.0,31.1,31.2,49.45,1
2025-12-31T16:52:41.341039,65.0,31.3,31.3,49.35,1
2025-12-31T16:52:42.348551,75.0,31.5,31.7,49.25,1
2025-12-31T16:52:43.351021,85.0,31.7,31.8,49.15,1
2025-12-31T16:52:44.352814,95.0,31.9,31.9,49.05,1
2025-12-31T16:52:45.355435,105.0,32.1,32.3,48.95,1
2025-12-31T16:52:46.358179,115.0,32.3,32.4,48.85,1
2025-12-31T16:52:47.360738,115.0,32.5,32.5,48.75,1
2025-12-31T16:52:48.363237,105.0,32.7,32.9,48.65,1
2025-12-31T16:52:49.366767,95.0,32.9,33.0,48.55,1
2025-12-31T16:52:50.367959,85.0,33.1,33.1,48.45,1
2025-12-31T16:52:51.373366,75.0,33.3,33.5,48.35,1
2025-12-31T16:52:52.379997,65.0,33.5,33.6,48.25,1
2025-12-31T16:52:53.446796,55.0,33.7,33.7,48.15,1
2025-12-31T16:52:54.452095,45.0,33.9,34.1,48.05,1
2025-12-31T16:52:55.456714,35.0,34.1,34.2,47.95,1
2025-12-31T16:52:56.460430,25.0,34.3,34.3,47.85,1
2025-12-31T16:52:57.462307,25.0,34.5,34.7,47.75,1
2025-12-31T16:52:58.464522,35.0,34.7,34.8,47.65,1
2025-12-31T16:52:59.468239,45.0,34.9,34.9,47.55,1
